file,latitude,longitude,elevation,K_percent,U_ppm,Th_ppm,K_from_PADK,K_from_PADU,K_from_PADTh,U_from_PADK,U_from_PADU,U_from_PADTh,Th_from_PADK,Th_from_PADU,Th_from_PADTh,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000659.spc,53.2663360000,-9.0478100000,51.2,5.618,12.485,30.106,5.0658,0.3150,0.2375,1.0206,11.0045,0.4604,1.8784,1.1901,27.0379,0.7395,0.2693,0.2423,0.9998
spect_000660.spc,53.2702150000,-9.0511020000,55.0,5.443,11.910,34.016,4.8726,0.2977,0.2730,0.9816,10.3994,0.5293,1.8068,1.1247,31.0841,0.7113,0.2545,0.2786,0.9997
spect_000661.spc,53.2689370000,-9.0454690000,51.5,5.132,11.579,40.234,4.5161,0.2872,0.3291,0.9098,10.0314,0.6381,1.6746,1.0849,37.4743,0.6593,0.2454,0.3358,0.9998
spect_000662.spc,53.2694460000,-9.0568220000,36.6,5.610,13.014,34.630,5.0051,0.3283,0.2769,1.0083,11.4687,0.5369,1.8559,1.2403,31.5343,0.7307,0.2806,0.2826,0.9997
spect_000663.spc,53.2610370000,-9.0416080000,47.4,5.727,11.995,37.138,5.1299,0.2972,0.2996,1.0335,10.3807,0.5808,1.9022,1.1227,34.1132,0.7489,0.2540,0.3057,0.9999
spect_000664.spc,53.2717120000,-9.0567520000,45.1,5.440,11.289,30.084,4.9192,0.2815,0.2388,0.9910,9.8348,0.4631,1.8241,1.0636,27.1958,0.7181,0.2406,0.2437,0.9999
spect_000665.spc,53.2614590000,-9.0499000000,52.5,5.615,10.592,29.557,5.1200,0.2607,0.2343,1.0315,9.1065,0.4542,1.8985,0.9848,26.6737,0.7475,0.2228,0.2390,0.9999
spect_000666.spc,53.2615660000,-9.0409650000,64.9,5.257,11.970,38.603,4.6447,0.2984,0.3140,0.9357,10.4253,0.6088,1.7223,1.1275,35.7537,0.6781,0.2551,0.3204,0.9997
spect_000667.spc,53.2685230000,-9.0514530000,49.2,5.133,10.486,39.673,4.5524,0.2559,0.3251,0.9171,8.9387,0.6303,1.6880,0.9667,37.0179,0.6646,0.2187,0.3317,0.9998
spect_000668.spc,53.2723070000,-9.0580180000,51.2,5.348,10.923,41.365,4.7421,0.2665,0.3390,0.9553,9.3099,0.6572,1.7584,1.0068,38.6000,0.6923,0.2278,0.3459,0.9997
spect_000669.spc,53.2673820000,-9.0575120000,45.0,5.323,9.891,37.683,4.7775,0.2385,0.3075,0.9625,8.3326,0.5961,1.7715,0.9012,35.0103,0.6974,0.2039,0.3137,0.9999
spect_000670.spc,53.2742700000,-9.0528890000,41.3,5.199,10.223,38.833,4.6331,0.2483,0.3177,0.9334,8.6737,0.6160,1.7180,0.9380,36.1774,0.6764,0.2122,0.3242,1.0000
spect_000671.spc,53.2733950000,-9.0504580000,58.0,5.071,11.737,33.360,4.5071,0.2951,0.2685,0.9080,10.3081,0.5206,1.6712,1.1148,30.5741,0.6580,0.2522,0.2740,0.9995
spect_000672.spc,53.2666990000,-9.0524330000,64.1,5.468,10.469,30.926,4.9641,0.2574,0.2469,1.0001,8.9905,0.4787,1.8407,0.9723,28.1128,0.7247,0.2200,0.2519,0.9999
spect_000673.spc,53.2770180000,-9.0564270000,62.1,5.309,11.280,27.361,4.8107,0.2832,0.2152,0.9692,9.8931,0.4173,1.7838,1.0699,24.5075,0.7023,0.2421,0.2196,0.9999
spect_000674.spc,53.2653820000,-9.0510990000,55.3,5.306,11.779,33.810,4.7391,0.2948,0.2717,0.9547,10.2978,0.5268,1.7573,1.1137,30.9386,0.6918,0.2520,0.2773,0.9999
spect_000675.spc,53.2777450000,-9.0579220000,63.6,5.008,10.755,36.724,4.4432,0.2657,0.2992,0.8951,9.2800,0.5801,1.6475,1.0036,34.0726,0.6486,0.2271,0.3053,0.9999
spect_000676.spc,53.2704110000,-9.0439140000,39.8,5.067,9.244,32.243,4.5821,0.2237,0.2608,0.9231,7.8148,0.5057,1.6991,0.8452,29.6991,0.6689,0.1912,0.2661,1.0000
spect_000677.spc,53.2785160000,-9.0508100000,53.0,5.437,8.552,38.570,4.9218,0.1989,0.3161,0.9915,6.9480,0.6128,1.8250,0.7514,35.9936,0.7185,0.1700,0.3226,0.9999
spect_000678.spc,53.2645840000,-9.0561730000,51.0,5.256,9.544,29.331,4.7893,0.2326,0.2343,0.9649,8.1254,0.4542,1.7759,0.8787,26.6761,0.6992,0.1988,0.2391,0.9998
spect_000679.spc,53.2751230000,-9.0485940000,48.2,4.848,9.263,32.771,4.3569,0.2253,0.2661,0.8777,7.8692,0.5160,1.6156,0.8510,30.3046,0.6360,0.1925,0.2716,0.9997
spect_000680.spc,53.2629120000,-9.0432920000,54.7,5.417,9.977,34.368,4.8968,0.2420,0.2779,0.9865,8.4519,0.5387,1.8158,0.9141,31.6386,0.7149,0.2068,0.2835,0.9998
spect_000681.spc,53.2680350000,-9.0406760000,60.5,5.472,10.132,38.075,4.9178,0.2445,0.3103,0.9907,8.5395,0.6015,1.8235,0.9235,35.3279,0.7179,0.2089,0.3166,0.9999
spect_000682.spc,53.2798460000,-9.0438060000,42.9,5.320,9.694,32.983,4.8192,0.2350,0.2662,0.9709,8.2074,0.5160,1.7870,0.8876,30.3080,0.7035,0.2008,0.2716,0.9999
spect_000683.spc,53.2682720000,-9.0515890000,39.9,5.293,9.676,34.166,4.7825,0.2341,0.2767,0.9635,8.1763,0.5365,1.7734,0.8843,31.5088,0.6982,0.2001,0.2824,0.9999
spect_000684.spc,53.2678910000,-9.0485680000,41.0,5.284,9.035,35.365,4.7806,0.2151,0.2879,0.9631,7.5135,0.5581,1.7727,0.8126,32.7794,0.6979,0.1838,0.2937,0.9997
spect_000685.spc,53.2642230000,-9.0495630000,37.3,5.359,9.406,33.658,4.8609,0.2261,0.2723,0.9793,7.8994,0.5278,1.8024,0.8543,31.0009,0.7096,0.1933,0.2778,0.9999
spect_000686.spc,53.2688560000,-9.0488190000,58.5,5.023,11.403,34.718,4.4564,0.2851,0.2809,0.8978,9.9605,0.5447,1.6525,1.0772,31.9888,0.6506,0.2437,0.2867,0.9999
spect_000687.spc,53.2725730000,-9.0492500000,53.9,5.075,8.359,34.327,4.5975,0.1972,0.2800,0.9262,6.8902,0.5428,1.7048,0.7452,31.8774,0.6712,0.1686,0.2857,0.9996
spect_000688.spc,53.2721210000,-9.0543170000,56.9,4.927,10.811,36.909,4.3586,0.2676,0.3011,0.8781,9.3490,0.5837,1.6162,1.0111,34.2813,0.6363,0.2287,0.3072,0.9996
spect_000689.spc,53.2622000000,-9.0532340000,60.0,5.217,10.831,32.734,4.6854,0.2684,0.2633,0.9439,9.3763,0.5105,1.7373,1.0140,29.9822,0.6840,0.2294,0.2687,0.9999
spect_000690.spc,53.2718510000,-9.0535850000,52.7,5.047,9.755,31.792,4.5521,0.2388,0.2565,0.9171,8.3408,0.4972,1.6879,0.9020,29.2019,0.6645,0.2041,0.2617,0.9997
spect_000691.spc,53.2750750000,-9.0400450000,40.5,5.153,8.868,36.389,4.6451,0.2106,0.2975,0.9358,7.3559,0.5767,1.7224,0.7955,33.8715,0.6781,0.1800,0.3035,0.9998
spect_000692.spc,53.2762800000,-9.0594670000,64.9,5.010,9.639,31.996,4.5160,0.2356,0.2585,0.9098,8.2284,0.5011,1.6746,0.8899,29.4319,0.6593,0.2013,0.2638,0.9999
spect_000693.spc,53.2703570000,-9.0580150000,35.0,5.071,9.351,34.362,4.5655,0.2259,0.2794,0.9198,7.8893,0.5417,1.6929,0.8532,31.8160,0.6665,0.1930,0.2851,0.9998
spect_000694.spc,53.2719440000,-9.0597880000,51.7,5.449,9.604,32.949,4.9517,0.2316,0.2656,0.9976,8.0916,0.5149,1.8361,0.8751,30.2381,0.7229,0.1980,0.2710,0.9994
spect_000695.spc,53.2786440000,-9.0558370000,55.6,4.824,9.607,30.556,4.3411,0.2363,0.2464,0.8745,8.2548,0.4777,1.6097,0.8927,28.0541,0.6337,0.2020,0.2514,0.9998
spect_000696.spc,53.2756020000,-9.0584350000,63.2,4.894,9.696,28.893,4.4229,0.2392,0.2314,0.8910,8.3562,0.4486,1.6400,0.9037,26.3494,0.6457,0.2045,0.2361,0.9997
spect_000697.spc,53.2664580000,-9.0524800000,51.2,4.974,7.300,27.438,4.5831,0.1703,0.2204,0.9233,5.9498,0.4273,1.6994,0.6435,25.0954,0.6691,0.1456,0.2249,0.9998
spect_000698.spc,53.2721720000,-9.0428000000,39.1,4.867,9.211,34.967,4.3590,0.2227,0.2855,0.8782,7.7793,0.5535,1.6163,0.8413,32.5093,0.6364,0.1903,0.2913,0.9997
spect_000699.spc,53.2672760000,-9.0426370000,46.9,5.208,10.021,38.233,4.6531,0.2427,0.3126,0.9374,8.4780,0.6060,1.7254,0.9169,35.5905,0.6793,0.2074,0.3189,0.9998
spect_000700.spc,53.2606820000,-9.0413000000,56.5,5.033,7.721,27.197,4.6327,0.1822,0.2177,0.9333,6.3658,0.4221,1.7178,0.6884,24.7904,0.6763,0.1558,0.2222,1.0000
spect_000701.spc,53.2749100000,-9.0547550000,39.8,5.225,6.848,30.330,4.8253,0.1546,0.2455,0.9721,5.4002,0.4760,1.7892,0.5840,27.9569,0.7044,0.1321,0.2505,0.9998
spect_000702.spc,53.2629150000,-9.0453140000,47.7,4.691,7.907,30.461,4.2552,0.1881,0.2474,0.8572,6.5704,0.4797,1.5778,0.7106,28.1726,0.6212,0.1608,0.2525,1.0000
spect_000703.spc,53.2605740000,-9.0422870000,39.4,4.868,8.586,33.107,4.3929,0.2055,0.2696,0.8850,7.1786,0.5227,1.6289,0.7763,30.7013,0.6413,0.1756,0.2751,0.9996
spect_000704.spc,53.2664840000,-9.0405800000,39.7,4.693,8.898,36.214,4.1816,0.2141,0.2973,0.8424,7.4790,0.5764,1.5506,0.8088,33.8545,0.6105,0.1830,0.3034,1.0000
spect_000705.spc,53.2783140000,-9.0535140000,42.6,4.885,7.940,27.251,4.4775,0.1894,0.2185,0.9020,6.6144,0.4235,1.6603,0.7153,24.8754,0.6537,0.1618,0.2229,0.9999
spect_000706.spc,53.2796790000,-9.0437970000,40.3,4.945,9.233,32.592,4.4570,0.2239,0.2643,0.8979,7.8223,0.5124,1.6527,0.8460,30.0934,0.6507,0.1914,0.2697,0.9999
spect_000707.spc,53.2691120000,-9.0440970000,55.2,5.116,7.943,29.185,4.6940,0.1873,0.2348,0.9456,6.5425,0.4552,1.7405,0.7076,26.7365,0.6853,0.1601,0.2396,0.9998
spect_000708.spc,53.2675840000,-9.0438840000,55.6,5.011,7.276,35.869,4.5510,0.1657,0.2947,0.9168,5.7876,0.5713,1.6875,0.6259,33.5560,0.6644,0.1416,0.3007,0.9998
spect_000709.spc,53.2792160000,-9.0591410000,37.9,5.051,8.295,27.736,4.6309,0.1984,0.2219,0.9329,6.9321,0.4302,1.7171,0.7497,25.2691,0.6760,0.1696,0.2264,0.9996
spect_000710.spc,53.2688060000,-9.0417740000,50.2,4.891,8.305,29.096,4.4578,0.1990,0.2344,0.8981,6.9528,0.4545,1.6530,0.7519,26.6909,0.6508,0.1701,0.2392,0.9998
spect_000711.spc,53.2647360000,-9.0499180000,48.1,4.741,8.550,29.883,4.2925,0.2066,0.2416,0.8648,7.2173,0.4684,1.5917,0.7805,27.5105,0.6266,0.1766,0.2465,0.9998
spect_000712.spc,53.2771670000,-9.0588220000,41.6,4.601,8.581,33.878,4.1176,0.2065,0.2773,0.8295,7.2142,0.5375,1.5268,0.7802,31.5711,0.6011,0.1765,0.2829,0.9998
spect_000713.spc,53.2718120000,-9.0428220000,62.1,4.745,8.391,29.368,4.3051,0.2022,0.2372,0.8673,7.0643,0.4598,1.5963,0.7640,27.0072,0.6285,0.1728,0.2420,0.9998
spect_000714.spc,53.2601220000,-9.0506330000,51.2,4.657,8.830,32.732,4.1764,0.2139,0.2668,0.8414,7.4715,0.5172,1.5486,0.8080,30.3754,0.6097,0.1828,0.2722,0.9992
spect_000715.spc,53.2786730000,-9.0471320000,35.8,4.883,6.317,31.650,4.4832,0.1406,0.2587,0.9032,4.9120,0.5015,1.6624,0.5312,29.4567,0.6545,0.1202,0.2640,0.9998
spect_000716.spc,53.2628490000,-9.0590040000,43.9,5.318,8.832,28.925,4.8751,0.2119,0.2311,0.9821,7.4021,0.4481,1.8077,0.8005,26.3171,0.7117,0.1811,0.2358,0.9998
spect_000717.spc,53.2661120000,-9.0517290000,55.7,4.617,8.313,32.255,4.1546,0.1994,0.2631,0.8370,6.9661,0.5101,1.5405,0.7534,29.9610,0.6065,0.1704,0.2685,0.9997
spect_000718.spc,53.2784150000,-9.0436990000,44.1,4.606,7.602,30.021,4.1825,0.1800,0.2441,0.8426,6.2862,0.4732,1.5509,0.6798,27.7905,0.6106,0.1538,0.2490,0.9998
spect_000719.spc,53.2750720000,-9.0464470000,61.6,4.820,6.253,33.497,4.4063,0.1383,0.2752,0.8877,4.8320,0.5336,1.6339,0.5226,31.3410,0.6433,0.1182,0.2809,0.9999
spect_000720.spc,53.2772900000,-9.0461120000,51.4,4.563,5.874,27.303,4.2093,0.1316,0.2217,0.8480,4.5961,0.4298,1.5608,0.4971,25.2451,0.6145,0.1125,0.2262,0.9995
spect_000721.spc,53.2658370000,-9.0419690000,52.1,5.155,8.630,34.067,4.6732,0.2047,0.2772,0.9415,7.1509,0.5374,1.7328,0.7734,31.5604,0.6822,0.1750,0.2828,1.0000
spect_000722.spc,53.2623980000,-9.0482330000,46.9,5.168,7.378,29.582,4.7587,0.1705,0.2386,0.9587,5.9565,0.4627,1.7645,0.6442,27.1728,0.6947,0.1457,0.2435,0.9999
spect_000723.spc,53.2653030000,-9.0569550000,35.0,4.634,7.144,31.679,4.2089,0.1659,0.2590,0.8479,5.7937,0.5021,1.5607,0.6266,29.4919,0.6144,0.1418,0.2643,0.9999
spect_000724.spc,53.2718150000,-9.0556750000,63.6,5.159,7.878,27.803,4.7504,0.1858,0.2225,0.9570,6.4900,0.4314,1.7614,0.7019,25.3392,0.6935,0.1588,0.2271,0.9995
spect_000725.spc,53.2735560000,-9.0472830000,35.5,5.216,6.498,34.199,4.7929,0.1428,0.2800,0.9656,4.9893,0.5429,1.7772,0.5396,31.8826,0.6997,0.1221,0.2857,0.9998
spect_000726.spc,53.2625100000,-9.0471430000,58.7,4.692,6.023,28.998,4.3216,0.1344,0.2361,0.8706,4.6945,0.4578,1.6025,0.5077,26.8874,0.6309,0.1149,0.2409,0.9999
spect_000727.spc,53.2685370000,-9.0405020000,51.3,4.502,6.394,28.667,4.1222,0.1463,0.2335,0.8305,5.1113,0.4527,1.5285,0.5528,26.5858,0.6018,0.1251,0.2382,0.9996
spect_000728.spc,53.2788210000,-9.0414300000,63.2,5.125,6.884,36.377,4.6719,0.1535,0.2992,0.9412,5.3624,0.5800,1.7324,0.5799,34.0652,0.6820,0.1312,0.3053,0.9998
spect_000729.spc,53.2691830000,-9.0534160000,57.6,4.782,7.700,32.876,4.3325,0.1805,0.2686,0.8728,6.3063,0.5208,1.6065,0.6820,30.5876,0.6325,0.1543,0.2741,0.9999
spect_000730.spc,53.2711760000,-9.0486170000,61.3,4.966,6.911,30.135,4.5639,0.1580,0.2446,0.9195,5.5179,0.4741,1.6923,0.5967,27.8464,0.6663,0.1350,0.2495,0.9999
spect_000731.spc,53.2650680000,-9.0406150000,40.7,5.037,7.006,31.478,4.6215,0.1597,0.2561,0.9310,5.5783,0.4965,1.7137,0.6033,29.1607,0.6747,0.1365,0.2613,0.9998
spect_000732.spc,53.2751200000,-9.0417530000,55.9,5.305,7.572,29.299,4.8937,0.1755,0.2355,0.9859,6.1290,0.4567,1.8146,0.6628,26.8214,0.7144,0.1500,0.2404,0.9999
spect_000733.spc,53.2783980000,-9.0410000000,53.1,5.193,5.690,29.854,4.8294,0.1216,0.2424,0.9729,4.2468,0.4700,1.7907,0.4593,27.6043,0.7050,0.1039,0.2474,0.9999
spect_000734.spc,53.2765870000,-9.0527790000,35.6,4.905,5.265,26.625,4.5774,0.1124,0.2152,0.9222,3.9261,0.4172,1.6973,0.4246,24.5029,0.6682,0.0961,0.2196,0.9997
spect_000735.spc,53.2662180000,-9.0408940000,42.0,5.116,7.147,34.107,4.6752,0.1622,0.2789,0.9419,5.6644,0.5408,1.7336,0.6126,31.7606,0.6825,0.1386,0.2846,0.9999
spect_000736.spc,53.2716300000,-9.0529140000,44.0,4.644,5.557,31.052,4.2690,0.1203,0.2548,0.8600,4.2033,0.4940,1.5830,0.4546,29.0141,0.6232,0.1028,0.2600,0.9992
spect_000737.spc,53.2678390000,-9.0400890000,40.3,4.934,7.356,33.981,4.4865,0.1693,0.2782,0.9038,5.9126,0.5394,1.6636,0.6394,31.6779,0.6550,0.1447,0.2839,0.9998
spect_000738.spc,53.2789610000,-9.0437420000,57.3,4.475,5.598,32.134,4.0882,0.1220,0.2648,0.8236,4.2610,0.5135,1.5159,0.4608,30.1576,0.5968,0.1043,0.2703,0.9997
spect_000739.spc,53.2717590000,-9.0502750000,36.1,4.861,6.998,32.994,4.4309,0.1598,0.2700,0.8926,5.5823,0.5235,1.6430,0.6037,30.7477,0.6468,0.1366,0.2755,0.9998
spect_000740.spc,53.2685530000,-9.0582390000,53.1,4.840,4.882,30.077,4.4936,0.1002,0.2462,0.9053,3.4997,0.4773,1.6663,0.3785,28.0322,0.6560,0.0856,0.2512,0.9998
spect_000741.spc,53.2712540000,-9.0513420000,62.6,4.909,7.211,31.705,4.4848,0.1662,0.2583,0.9035,5.8062,0.5008,1.6630,0.6279,29.4140,0.6547,0.1421,0.2636,0.9998
spect_000742.spc,53.2778660000,-9.0496840000,40.5,5.010,5.864,27.448,4.6601,0.1287,0.2216,0.9388,4.4956,0.4296,1.7280,0.4862,25.2334,0.6803,0.1100,0.2261,0.9999
spect_000743.spc,53.2714820000,-9.0439730000,35.3,4.436,5.490,28.461,4.0824,0.1207,0.2327,0.8224,4.2167,0.4511,1.5138,0.4560,26.4916,0.5960,0.1032,0.2374,0.9998
spect_000744.spc,53.2754620000,-9.0409960000,48.7,5.200,6.020,32.292,4.8062,0.1300,0.2636,0.9683,4.5404,0.5111,1.7822,0.4910,30.0190,0.7016,0.1111,0.2690,0.9999
spect_000745.spc,53.2646920000,-9.0473470000,37.2,5.063,4.446,28.831,4.7415,0.0869,0.2349,0.9552,3.0352,0.4554,1.7582,0.3282,26.7445,0.6922,0.0743,0.2397,0.9999
spect_000746.spc,53.2671590000,-9.0553090000,51.1,4.630,4.670,27.293,4.3108,0.0965,0.2225,0.8684,3.3699,0.4313,1.5984,0.3644,25.3305,0.6293,0.0825,0.2270,0.9998
spect_000747.spc,53.2723180000,-9.0466510000,57.6,4.912,7.008,25.382,4.5466,0.1632,0.2027,0.9160,5.6993,0.3930,1.6859,0.6164,23.0800,0.6637,0.1394,0.2068,0.9999
spect_000748.spc,53.2623760000,-9.0529220000,49.3,4.840,4.753,26.745,4.5256,0.0979,0.2169,0.9117,3.4205,0.4205,1.6781,0.3699,24.6968,0.6607,0.0837,0.2213,0.9999
spect_000749.spc,53.2732640000,-9.0503470000,37.5,4.682,4.356,26.119,4.3824,0.0877,0.2122,0.8829,3.0618,0.4114,1.6250,0.3311,24.1632,0.6398,0.0749,0.2165,0.9998
spect_000750.spc,53.2733770000,-9.0477450000,51.0,4.600,5.205,27.825,4.2610,0.1118,0.2268,0.8584,3.9065,0.4397,1.5800,0.4225,25.8228,0.6220,0.0956,0.2314,0.9996
spect_000751.spc,53.2748150000,-9.0544390000,64.2,4.819,5.685,33.463,4.4218,0.1219,0.2754,0.8908,4.2598,0.5340,1.6396,0.4607,31.3632,0.6455,0.1042,0.2811,0.9998
spect_000752.spc,53.2761930000,-9.0544860000,55.1,4.630,5.340,27.096,4.2943,0.1159,0.2201,0.8651,4.0476,0.4268,1.5923,0.4377,25.0663,0.6269,0.0990,0.2246,0.9994
spect_000753.spc,53.2772810000,-9.0585420000,36.4,4.367,3.853,27.138,4.0701,0.0745,0.2226,0.8200,2.6015,0.4316,1.5092,0.2813,25.3474,0.5942,0.0637,0.2271,0.9998
spect_000754.spc,53.2748960000,-9.0475370000,47.1,4.939,4.872,32.229,4.5760,0.0984,0.2649,0.9219,3.4362,0.5135,1.6968,0.3716,30.1607,0.6680,0.0841,0.2703,0.9998
spect_000755.spc,53.2650660000,-9.0579600000,45.8,4.833,4.256,24.325,4.5525,0.0847,0.1960,0.9171,2.9584,0.3800,1.6881,0.3199,22.3171,0.6646,0.0724,0.2000,0.9996
spect_000756.spc,53.2748580000,-9.0410400000,54.8,4.933,4.933,32.970,4.5620,0.0999,0.2714,0.9191,3.4882,0.5261,1.6916,0.3772,30.9012,0.6660,0.0853,0.2769,0.9998
spect_000757.spc,53.2731110000,-9.0586270000,45.6,4.355,5.113,24.736,4.0428,0.1119,0.2004,0.8145,3.9099,0.3884,1.4991,0.4229,22.8142,0.5902,0.0957,0.2044,0.9998
spect_000758.spc,53.2651960000,-9.0402630000,44.4,4.730,5.792,28.945,4.3663,0.1276,0.2358,0.8796,4.4556,0.4571,1.6190,0.4819,26.8445,0.6374,0.1090,0.2406,0.9996
spect_000759.spc,53.2770340000,-9.0539880000,46.2,4.751,5.529,30.336,4.3839,0.1192,0.2482,0.8832,4.1651,0.4812,1.6256,0.4504,28.2596,0.6400,0.1019,0.2532,0.9997
spect_000760.spc,53.2702780000,-9.0571610000,42.5,4.404,4.756,23.503,4.1123,0.1019,0.1896,0.8285,3.5597,0.3677,1.5249,0.3850,21.5933,0.6003,0.0871,0.1935,0.9998
spect_000761.spc,53.2622520000,-9.0430870000,50.3,4.439,3.936,32.591,4.0950,0.0741,0.2704,0.8250,2.5867,0.5243,1.5184,0.2798,30.7929,0.5978,0.0633,0.2759,0.9997
spect_000762.spc,53.2749770000,-9.0405100000,59.3,4.527,5.807,31.010,4.1444,0.1282,0.2546,0.8349,4.4786,0.4936,1.5368,0.4843,28.9887,0.6050,0.1096,0.2598,0.9999
spect_000763.spc,53.2667550000,-9.0497350000,49.9,4.558,5.188,30.474,4.1975,0.1104,0.2503,0.8456,3.8575,0.4853,1.5564,0.4172,28.5007,0.6128,0.0944,0.2554,0.9992
spect_000764.spc,53.2703380000,-9.0486560000,40.7,5.058,5.398,29.116,4.7069,0.1142,0.2366,0.9483,3.9908,0.4587,1.7453,0.4316,26.9393,0.6871,0.0976,0.2414,0.9997
spect_000765.spc,53.2722670000,-9.0545050000,53.2,4.783,2.884,33.649,4.4619,0.0413,0.2796,0.8989,1.4428,0.5421,1.6545,0.1560,31.8383,0.6514,0.0353,0.2853,0.9997
spect_000766.spc,53.2683120000,-9.0433010000,50.7,4.758,3.940,30.531,4.4333,0.0733,0.2513,0.8931,2.5601,0.4871,1.6439,0.2769,28.6101,0.6472,0.0626,0.2564,0.9999
spect_000767.spc,53.2623510000,-9.0504810000,63.1,4.541,5.712,28.207,4.1846,0.1266,0.2299,0.8430,4.4237,0.4457,1.5517,0.4784,26.1766,0.6109,0.1082,0.2346,0.9997
spect_000768.spc,53.2705070000,-9.0465030000,44.6,4.669,6.467,27.097,4.3020,0.1482,0.2190,0.8667,5.1752,0.4247,1.5952,0.5597,24.9424,0.6280,0.1266,0.2235,0.9997
spect_000769.spc,53.2646160000,-9.0475780000,37.6,4.400,5.263,30.752,4.0330,0.1134,0.2532,0.8125,3.9602,0.4908,1.4955,0.4283,28.8278,0.5888,0.0969,0.2583,0.9999
spect_000770.spc,53.2600490000,-9.0403000000,40.4,4.561,4.424,31.519,4.2134,0.0879,0.2602,0.8488,3.0704,0.5044,1.5623,0.3321,29.6251,0.6151,0.0751,0.2655,0.9998
spect_000771.spc,53.2712800000,-9.0502830000,38.6,4.409,4.112,32.436,4.0606,0.0794,0.2690,0.8180,2.7726,0.5215,1.5057,0.2998,30.6306,0.5928,0.0678,0.2745,0.9995
spect_000772.spc,53.2790570000,-9.0487960000,47.8,4.551,4.268,29.437,4.2247,0.0844,0.2420,0.8511,2.9476,0.4691,1.5665,0.3188,27.5517,0.6167,0.0721,0.2469,0.9994
spect_000773.spc,53.2791980000,-9.0484050000,37.3,4.694,5.171,23.993,4.3896,0.1120,0.1927,0.8843,3.9126,0.3736,1.6277,0.4231,21.9418,0.6408,0.0957,0.1966,0.9999
spect_000774.spc,53.2772130000,-9.0439620000,43.3,4.390,5.038,31.137,4.0264,0.1067,0.2568,0.8112,3.7288,0.4979,1.4930,0.4033,29.2403,0.5878,0.0912,0.2620,0.9999
spect_000775.spc,53.2626950000,-9.0503250000,54.4,4.234,2.684,31.685,3.9303,0.0395,0.2642,0.7918,1.3799,0.5121,1.4574,0.1492,30.0783,0.5738,0.0338,0.2695,0.9999
spect_000776.spc,53.2718570000,-9.0538950000,56.0,4.977,3.881,33.571,4.6301,0.0690,0.2775,0.9328,2.4105,0.5379,1.7168,0.2607,31.5937,0.6759,0.0590,0.2831,0.9996
spect_000777.spc,53.2733500000,-9.0482860000,37.5,4.412,4.906,29.657,4.0647,0.1035,0.2438,0.8189,3.6141,0.4726,1.5072,0.3909,27.7589,0.5934,0.0884,0.2488,0.9999
spect_000778.spc,53.2689450000,-9.0523320000,61.1,4.269,3.779,23.766,4.0011,0.0744,0.1932,0.8061,2.5981,0.3746,1.4836,0.2810,22.0014,0.5841,0.0636,0.1972,0.9994
spect_000779.spc,53.2700220000,-9.0429130000,54.5,4.466,3.830,25.134,4.1877,0.0741,0.2046,0.8437,2.5893,0.3967,1.5528,0.2800,23.3009,0.6113,0.0634,0.2088,0.9999
spect_000780.spc,53.2723330000,-9.0498520000,48.2,4.767,3.017,25.844,4.5072,0.0487,0.2107,0.9080,1.7000,0.4085,1.6713,0.1839,23.9893,0.6580,0.0416,0.2150,0.9998
spect_000781.spc,53.2775380000,-9.0469750000,39.9,4.311,2.940,28.738,4.0256,0.0477,0.2377,0.8110,1.6678,0.4608,1.4927,0.1804,27.0650,0.5877,0.0408,0.2425,0.9998
spect_000782.spc,53.2624940000,-9.0522330000,44.9,4.415,3.527,29.241,4.1095,0.0639,0.2413,0.8279,2.2315,0.4678,1.5238,0.2413,27.4763,0.5999,0.0546,0.2462,0.9996
spect_000783.spc,53.2751650000,-9.0460210000,43.7,4.541,2.500,25.860,4.2944,0.0350,0.2120,0.8651,1.2236,0.4109,1.5924,0.1323,24.1351,0.6269,0.0299,0.2163,0.9993
spect_000784.spc,53.2625380000,-9.0533400000,35.8,4.773,4.810,23.890,4.4801,0.1012,0.1919,0.9026,3.5353,0.3720,1.6612,0.3823,21.8466,0.6540,0.0865,0.1958,0.9999
spect_000785.spc,53.2692880000,-9.0594460000,38.2,4.982,3.888,26.272,4.6967,0.0724,0.2130,0.9462,2.5287,0.4130,1.7416,0.2735,24.2571,0.6857,0.0619,0.2174,0.9994
spect_000786.spc,53.2693510000,-9.0524470000,46.2,4.903,3.547,21.927,4.6627,0.0649,0.1752,0.9394,2.2682,0.3397,1.7290,0.2453,19.9525,0.6807,0.0555,0.1788,0.9999
spect_000787.spc,53.2676480000,-9.0579740000,39.0,4.360,2.091,29.635,4.0911,0.0226,0.2462,0.8242,0.7900,0.4773,1.5170,0.0854,28.0328,0.5972,0.0193,0.2512,0.9997
spect_000788.spc,53.2727390000,-9.0527640000,57.4,4.410,2.848,32.397,4.0978,0.0429,0.2697,0.8255,1.5000,0.5230,1.5195,0.1622,30.7150,0.5982,0.0367,0.2752,0.9997
spect_000789.spc,53.2610850000,-9.0588300000,56.6,4.478,2.504,29.411,4.2005,0.0340,0.2435,0.8462,1.1860,0.4721,1.5576,0.1283,27.7257,0.6132,0.0290,0.2485,0.9998
spect_000790.spc,53.2632170000,-9.0445820000,49.0,4.319,2.219,24.879,4.0860,0.0286,0.2042,0.8232,1.0001,0.3960,1.5151,0.1082,23.2562,0.5965,0.0245,0.2084,0.9990
