Sample_ID,Easting_ING,Northing_ING,Na2O_%_XRFS,MgO_%_XRFS,Al2O3_%_XRFS,SiO2_%_XRFS,P2O5_%_XRFS,S_mgkg_XRFS,Cl_mgkg_XRFS,K2O_%_XRFS,CaO_%_XRFS,TiO2_%_XRFS,MnO_%_XRFS,Fe2O3_%_XRFS,Sc_mgkg_XRFS,V_mgkg_XRFS,Cr_mgkg_XRFS,Co_mgkg_XRFS,Ni_mgkg_XRFS,Cu_mgkg_XRFS,Zn_mgkg_XRFS,Ga_mgkg_XRFS,Ge_mgkg_XRFS,As_mgkg_XRFS,Se_mgkg_XRFS,Br_mgkg_XRFS,Rb_mgkg_XRFS,Sr_mgkg_XRFS,Y_mgkg_XRFS,Zr_mgkg_XRFS,Nb_mgkg_XRFS,Mo_mgkg_XRFS,Nd_mgkg_XRFS,Sm_mgkg_XRFS,Yb_mgkg_XRFS,Hf_mgkg_XRFS,Ta_mgkg_XRFS,W_mgkg_XRFS,Hg_mgkg_XRFS,Tl_mgkg_XRFS,Pb_mgkg_XRFS,Bi_mgkg_XRFS,Th_mgkg_XRFS,U_mgkg_XRFS,Ag_mgkg_XRFS,Cd_mgkg_XRFS,In_mgkg_XRFS,Sn_mgkg_XRFS,Sb_mgkg_XRFS,Te_mgkg_XRFS,I_mgkg_XRFS,Cs_mgkg_XRFS,Ba_mgkg_XRFS,La_mgkg_XRFS,Ce_mgkg_XRFS,Au_µgkg_FA_ICPMS,Pd_µgkg_FA_ICPMS,Pt_µgkg_FA_ICPMS
586263C,278554,320567,0.8,3.2,13.7,48.5,0.46,200,100,2.607,0.94,0.663,1.559,9.81,15.6,112.3,138.5,162.44,219.7,41.24,1205.1,14.9,0.25,43.6,1,26.6,88.1,81.9,32.6,243.3,10.5,3.2,43.1,5.8,3.24,4.7,0.2,3.5,,0.6,112.9,0.3,9.3,4.2,0.3,17.4,0.25,3.6,1,0.25,18.7,3,751,41,79,2.7,0.92,0.86
586264C,210974,301515,0.3,0.9,10.1,50.9,0.19,2839,30,1.031,1.42,0.556,0.013,2.91,8.3,74.6,64.2,12.86,39.3,31.96,121.9,12.5,0.1,6.8,1.4,37.3,74.9,258.4,16,79,11.3,1.7,21.7,4.3,1.73,2.9,0.5,2.2,,1.1,19,0.15,7.4,5.2,0.25,1.7,0.25,1.8,0.25,0.25,8.7,3,133,23,41,1.7,0.59,0.66
586265C,207640,317780,0.1,1,17.6,61.4,0.27,500,34,1.25,0.26,0.656,0.2,7.5,10.2,213.7,99.9,31.45,42,36.6,69.8,20,1.2,21.8,6.7,19.2,62.9,97.8,18.5,174.1,16.4,12.2,31.2,1.7,4.16,3.4,0.4,2.1,,0.9,39.1,0.3,9.1,7.9,0.2,0.5,0.25,1.8,2.2,0.1,6.3,3,251,39,67,2.9,1.9,1.81
586267C,207671,317598,0.1,1.1,20.6,54.1,0.23,72,100,1.386,0.32,0.851,0.208,8.83,14.9,163.9,98.5,36.74,50.6,39.33,81.5,24.1,0.9,16.1,2.6,14.1,66.3,94.8,25.9,205.8,17.8,7,40.1,3.6,2.89,3.6,0.3,3.1,,1.6,28.3,0.4,11.4,6.4,0.1,0.6,0.25,2,1.4,0.25,4.7,4,268,50,94,2.6,1.59,1.28
586268C,211285,300104,0.3,1.3,10.8,57.5,0.21,2324,100,1.25,7.15,0.556,0.146,4.32,11.9,76.8,64.4,16.75,42.2,24.9,94.8,11.8,0.5,6.4,1.4,16.9,68.3,246.4,20.7,145.8,10.5,1.5,26.1,6.1,2.43,2.5,0.5,2.8,,0.9,15.7,0.3,8,3.7,0.2,0.8,0.25,1.7,0.2,0.25,5.1,4,160,29,53,2.1,0.88,0.7
586269C,246847,318957,0.8,2,10,57,0.44,673,100,1.814,2.51,0.667,0.164,5.1,9,73,170.9,18.04,44.8,23.89,95.4,9.9,0.8,5.2,0.8,19.6,56.1,94.1,22.8,457.1,11.4,0.6,23.3,2.5,4.05,10,0.2,2.3,,0.9,20.6,0.3,7.6,2.8,0.5,0.5,0.25,2.1,0.6,0.4,7.2,2,537,24,45,2.2,0.95,0.7
586270C,205882,327330,0.2,1.5,21,58.8,0.22,264,100,1.803,0.63,0.913,0.172,8.13,15.6,151.6,104.2,29.28,70.1,43.06,127,22.6,1,14,2.7,11.7,81.9,142.2,29.5,250.6,20.4,6.2,43.6,6.6,3.93,5.8,0.7,3.6,,0.9,22.6,0.1,11.7,6.8,0.25,1.9,0.25,2.7,1.5,0.25,3.3,5,376,50,94,2.8,1.54,1.17
586272C,261127,327937,1.5,2.1,13.4,61.3,0.36,70,100,1.803,0.54,0.945,0.448,7.65,12,112,164.7,44.85,62.1,24.9,143.3,14.7,1.2,9.4,0.4,10.4,61,73.8,29.2,488,17,0.8,38.5,4.9,4.16,9.9,0.9,3.1,,0.6,18.2,0.1,8.9,3,0.3,0.25,0.25,2.1,0.5,0.25,5.3,1,565,36,72,1.9,0.69,0.53
586273C,264800,325701,0.8,2.3,14.4,51.2,0.43,1842,100,2.21,0.57,0.896,0.21,7.06,17.4,131.1,199.9,32.53,79.6,46.39,128.9,17,0.5,9.7,0.9,14.3,77.4,72.1,32.9,572.9,14.9,1.2,46,6.6,4.05,12.8,0.6,2.7,,0.7,25.2,0.9,9.6,3.7,0.1,0.25,0.25,2.2,0.6,0.25,5.4,2,496,43,76,2.8,1.17,0.85
586274C,260938,327399,1.1,2.5,13.9,52.9,0.51,252,100,2.148,0.73,0.935,0.403,7.04,14.7,115.2,158.1,38.69,67.3,42.76,174.5,15.5,0.9,8,0.7,22.5,74.9,76.5,34.5,486.6,16.4,0.8,39.8,5.8,4.51,10,0.4,2.7,,0.9,26.4,0.6,9.1,2.6,0.7,0.7,0.25,3.6,0.9,0.25,9.6,2,611,42,81,3,1.09,0.66
586275C,208855,297722,0.2,1.1,7.5,49.8,0.23,4764,12,0.864,8.57,0.433,0.08,3.99,9.1,57.8,52.9,11.78,32.6,21.36,95.8,8.8,0.2,9.3,2.3,26.9,45.9,357.8,20.2,624.5,8.2,1.8,22.3,1.6,1.96,11.8,0.5,2.3,,0.7,18.3,0.7,6.7,4.5,0.25,0.8,0.25,12,0.5,0.3,13.6,2,124,23,42,2.6,0.66,0.53
586276C,206072,317116,0.1,0.8,15,56.6,0.24,23,88,1.25,0.19,0.657,0.016,7.51,9.4,169.6,81.6,6.59,28.7,24.69,39.3,17.7,0.9,22.8,3.9,31.6,58,84,17.9,264.9,14.2,12.6,29.7,1.3,1.62,5.5,0.7,1.9,,1.2,21.5,0.2,8.7,7.8,0.1,0.1,0.25,1.9,1.3,0.25,7.6,3,191,37,65,2.5,1.33,1.04
586277C,269576,325219,1.1,3.6,17.6,61.7,0.26,500,100,3.15,1.16,0.951,0.158,7.06,17.1,145.9,306.4,28.53,121.5,33.98,71,17.7,1.1,27.5,0.4,8.2,100.6,124.1,25.3,366.4,13.8,0.4,29.9,3.5,4.28,7.7,0.5,3.6,,0.7,12.7,0.9,10,2.7,0.3,0.25,0.25,2.1,4.8,0.25,3.3,3,541,34,67,25.5,0.95,0.79
586278C,207981,323370,0.1,1,21.5,53.5,0.18,122,100,1.344,0.19,0.918,0.067,8.32,15.3,147.5,100.6,15.88,42.5,31.56,53.9,23.5,1.4,11.8,2.6,11.1,63.6,86,27.1,287.2,18.9,3.9,44.9,4,3.35,5.8,0.2,3,,1.1,21.7,0.8,12.1,4.7,0.25,0.1,0.25,2.2,0.9,0.2,2.6,4,254,51,96,2.1,1.39,0.92
586279C,209000,326954,0.15,1,15.2,58.6,0.17,362,10,1.553,0.33,0.816,0.055,5.02,11.2,137.8,97.8,23.45,56.8,30.35,116.9,15.7,1.1,14.9,3,20.7,68.8,76.6,27.8,908.1,16.4,7.4,31.7,7.6,4.28,19.9,0.3,3.6,,0.7,36.1,0.5,12.2,8,0.25,1.3,0.25,4.2,1.6,0.25,4.6,3,258,37,70,2.8,1.39,0.86
586280C,270297,327966,1,2.7,13.5,63.9,0.35,500,100,2.054,0.96,0.905,0.236,6.42,16.5,121,282.9,30.91,68.7,26.91,108.6,13.9,0.2,28.1,0.3,21.4,66.8,80.9,26.8,1230.7,13,0.8,28.5,5.7,3.93,26,0.5,3.2,,0.25,21.9,0.5,10.1,3.2,0.25,0.1,0.25,1.8,1.3,0.2,15,2,439,31,61,2.8,0.85,0.55
586282C,247676,319871,0.1,1.2,7.5,27.7,0.17,14016.1,62,1.323,5.98,0.411,0.134,5.05,9.4,60.1,62.1,12.21,41.6,34.28,185.1,8.9,0.25,12.6,1.6,41.2,51.2,83.5,17.5,138.9,7.7,1.6,21.6,4.2,2.66,3.6,0.2,2.4,,0.9,28.8,0.5,5.7,4.1,0.25,1.3,0.1,1.3,0.4,0.25,8.2,3,264,19,35,2.8,0.68,0.54
586283C,267624,326110,1.6,4.7,16.1,61.2,0.27,500,100,2.367,1.22,0.84,0.248,7.68,16.5,148.5,206.2,36.31,87.4,30.04,121.4,16.7,0.7,9.1,0.2,12.1,74,142.2,22.3,305.9,11.6,0.9,24.5,4.1,4.16,6.9,0.7,2.7,,0.8,24.3,0.7,8.7,3.3,0.4,0.1,0.25,1.7,0.9,0.25,5.5,2,552,26,52,2,0.99,0.93
586285C,255159,324704,1.1,2.9,15.4,57.9,0.37,70,100,1.991,0.65,0.923,0.311,7.65,15.8,133.9,158.3,28.74,71.4,28.73,136.2,16.1,0.2,7.2,0.6,12.2,67.7,76.3,28.9,412.3,16,0.8,31.7,3.2,3.93,8.3,0.5,2.1,,0.5,23.5,0.5,9.5,2.9,0.2,0.25,0.25,3.3,0.9,0.25,6.2,2,499,34,68,2.7,0.84,0.46
586286C,261072,327447,1.2,2.8,15.6,64.5,0.29,68,100,2.69,0.8,0.969,0.207,7.03,13.3,119.4,176.1,31.77,63.8,38.42,111.7,16.9,0.9,6,0.6,8.2,85,81.7,32.4,578.1,18,1,42.5,4.9,2.77,11.5,0.5,2.4,,0.8,23.6,0.6,10.3,3.1,0.4,0.25,0.25,1.6,0.8,0.2,2.4,2,619,44,83,2.3,0.96,0.68
586287C,208406,319658,0.1,1.1,21.7,49.9,0.23,133,1,1.282,0.19,0.908,0.08,10.3,14.4,134.5,104.8,15.56,43.2,22.47,54.5,25.1,1,13.6,1.2,16.9,60.7,83.2,23.3,221.4,18,2.7,44,7,3.24,5,2.1,3.2,,1,24.8,0.4,12,4.1,0.25,0.2,0.25,2.2,0.6,0.25,4.5,4,212,54,99,2.5,1.28,0.92
586288C,273597,330384,1.6,4.1,14.5,69,0.23,500,100,2.002,0.78,0.788,0.106,5.52,14.3,115.6,260.3,23.99,82.9,26.31,84.1,14.1,0.7,5.8,0.3,12.2,65.1,110.5,20.8,447.3,11.4,0.4,20.8,2.1,4.28,10.1,0.5,1.9,,0.6,17.5,0.5,8,2.8,0.2,0.25,0.1,1.5,0.7,0.1,4,2,412,24,47,1.8,0.74,0.56
586289C,271006,326958,1,3.1,14.9,58.8,0.29,135,100,2.158,2.12,0.851,0.091,5.48,16.4,119,209.5,26.58,82.5,32.67,89.5,15.6,0.2,18.1,0.4,12.4,73.2,107.4,25.7,422.7,12.6,0.7,31.9,2.7,4.05,9,0.3,3.1,,0.8,20.3,0.2,9.4,3.1,0.1,0.25,0.1,1.8,2.7,0.1,2.5,3,486,32,64,7.8,0.94,0.75
586290C,207108,327000,0.2,1.4,13.6,61.2,0.19,512,69,1.803,0.76,0.785,0.291,5.89,9.3,102.9,74.2,33.07,35.7,23.18,107.9,13.8,1.1,12.4,1.7,32,69.1,177.4,25.5,904.6,15.9,5.2,33.7,3.7,3.93,19.3,1.2,3.1,,0.7,70.5,0.8,11.5,5.6,0.25,0.3,0.25,23.6,0.8,0.25,10.8,3,419,36,71,2.7,0.95,0.64
586292C,209062,326393,0.1,1.3,14.4,64.6,0.17,500,100,1.981,0.4,0.704,0.223,6.23,7.5,165,84.6,35.23,37,20.66,77.6,15.3,1.5,16.3,1.9,20.7,75.1,83.8,20.4,731.2,14.8,7.8,25.6,1.3,3.7,15,0.5,2.4,,1,31.2,0.2,11.8,6.1,0.25,0.7,0.25,3.2,1,0.25,5,3,241,33,63,1.9,1.05,0.87
586293C,274917,317275,1.5,4,15.4,64.4,0.18,500,100,2.315,1.48,1.096,0.249,6.83,16.1,161.7,251.4,36.2,100.4,41.34,126.4,16.4,0.1,11.3,0.6,9,70.6,104.7,24.5,307.4,12.5,1,27.5,5.1,3.35,6.1,0.9,2.3,,0.6,25.6,0.5,8.1,2.4,0.25,0.25,0.25,1.7,0.8,0.2,4.6,2,450,30,58,3.2,1.83,1.59
586294C,254413,326208,0.7,2.2,11.9,49.6,0.32,974,100,2.002,5.23,0.742,0.1,5.37,12.3,96.2,120,19.77,49.4,35.09,141.3,12.7,0.7,5.5,0.8,11,64.8,125.8,25.5,398.3,11.9,1,26.9,4.2,3.47,7.1,0.1,2,,0.7,37.2,0.5,7.6,2.4,0.3,0.5,0.25,5.5,0.8,0.1,4.4,2,525,31,60,4.3,0.72,0.52
586296C,273231,326153,0.9,3.9,14.2,47,0.44,734,100,2.283,0.83,0.735,0.199,7.06,17.3,123.4,153.2,39.77,96.8,52.55,121.2,17.3,0.9,24.2,1.2,22,87.1,81.2,28.4,182.7,11.1,1,32.1,5.8,4.51,4.1,0.8,3.1,,1,48.5,0.2,9.9,2.9,0.3,0.5,0.25,3,2,0.25,7.4,2,528,33,63,5.5,1.24,0.8
586297C,206496,298094,0.2,1.2,9.2,46.5,0.42,1205,31,1.136,3.34,0.492,0.245,5.12,11,73.8,61.7,19.77,41.5,26.41,134.8,10.8,0.25,7.7,1.5,39.3,67.7,159.1,19.4,198.7,10.1,1.5,22.4,1.1,3.81,4.1,0.3,1.8,,0.8,16.6,0.15,6.3,4.1,0.25,1.6,0.25,1.7,0.7,0.25,17.7,3,237,23,44,2.3,0.78,0.56
586298C,276404,323077,1.2,2.8,12.2,56.4,0.44,486,100,2.064,0.92,0.667,0.281,4.57,13.8,93.1,158.7,26.58,60.9,39.02,311.6,13.1,0.4,9.9,0.8,15.9,66.6,109.7,29.8,391.9,10.2,0.9,36.1,7,2.66,8.1,0.4,2.9,,1,52.8,0.4,8.7,3.6,0.2,1.4,0.25,1.8,0.9,0.25,4,2,462,34,60,2.8,0.89,0.6
586299C,279526,319385,1.1,3.2,14.6,58,0.35,119,100,2.743,0.7,0.734,0.569,8.31,15.5,114.9,132.4,78.46,135.9,42.66,461.6,15.3,0.7,36.9,0.8,13.2,90.7,85.3,32,287.8,12.7,2.4,34.5,6.3,3.93,5.3,1.2,3.5,,0.8,70.9,0.7,10.2,4.2,0.2,4.5,0.25,2,1.1,0.25,7.2,3,578,41,78,2.6,1.11,0.85
586300C,249360,319474,0.9,2.8,13.6,49.5,0.55,297,100,2.471,1.35,0.843,1.666,8.53,15.1,117.8,128.6,39.01,76.7,30.14,188.5,15.3,0.5,7.9,1,25.6,79.9,89.2,30,338.5,15.4,1.4,40.4,1.6,3.93,5.9,0.3,1.9,,0.6,28.1,1.2,9.7,2.2,0.25,0.2,0.25,6.8,1.1,0.25,19.9,2,1272,39,71,1.4,0.85,0.58
586301C,259143,320838,0.5,0.9,7.1,34.7,0.17,4950,76,0.885,1.5,0.439,0.03,2.56,7.8,63.4,73.4,10.48,32.9,27.72,50.1,8.1,0.1,7.8,1.1,42.4,31.8,80.5,16.8,180.6,7.7,0.6,18.3,4.1,1.16,4.3,0.5,2.4,,0.7,28.2,0.15,5.4,2.8,0.25,0.4,0.25,1.4,0.3,0.25,4.4,1,219,15,29,1.7,0.25,0.34
586302C,196701,305605,0.5,1.8,15,48.6,0.28,2141,100,1.876,7.7,0.719,0.164,5.78,11.4,114.5,90.8,16.96,53.1,23.08,126.6,17.6,0.8,12.8,1.8,16.5,97.2,357.3,20.3,142.4,13.3,1.8,34.6,5.2,1.73,3.1,0.1,1.7,,0.8,17.2,0.5,9.9,4.1,0.25,1.4,0.25,2.2,0.7,0.25,14,4,246,36,67,2.2,0.97,0.7
586304C,260610,316760,0.6,1.9,11.5,45.3,0.95,1148,9,1.626,1.46,0.673,0.62,6.81,12.5,93,108.7,23.88,54,32.97,148,14,0.4,7.3,0.9,33.8,66.7,90.3,22.1,190,11.6,0.6,30.7,4.5,3.47,3,1,2.4,,0.7,23.4,0.7,7.8,2.4,0.3,1,0.25,2,0.4,0.25,10.1,3,515,28,54,2,0.7,0.51
586306C,199569,299378,0.3,1.3,11.2,57.3,0.17,500,100,1.323,9.53,0.596,0.079,4.27,10,94.4,67.2,15.77,58.4,29.13,81.5,12.5,0.9,7.2,1.4,7,61,232.5,22.2,201.8,11.7,2.1,27.8,4.4,2.66,3.7,0.5,2.4,,1.2,16.9,0.3,7.7,3.8,0.25,1.1,0.25,1.5,1,0.25,2.8,3,184,29,54,2.4,1.15,0.77
586307C,205412,300845,0.2,1.1,9.7,48.3,0.45,1207,28,1.073,2.66,0.523,0.24,5.45,8.4,79.5,63.7,24.53,44.9,33.27,181.8,10.7,0.25,8.2,2.1,36.7,72.7,174.7,19.6,237,10.3,1.6,24.6,4.5,3.81,5,0.5,2.4,,0.9,17.4,0.3,7.7,3.5,0.1,1.7,0.25,2.1,0.3,0.25,19.5,3,272,25,46,5,1,0.97
586308C,244909,323652,0.1,1,6.3,24.8,0.49,4414,63,0.989,7.34,0.382,0.07,4.86,6.8,53.1,51.6,10.26,37.7,26.81,122.1,8.3,0.7,9,2,56.3,42.6,178.7,13.4,83.8,7.3,1.9,18.4,0.9,2.08,1.4,0.3,1.6,,1.2,14.4,0.1,5.4,3.8,0.1,0.8,0.25,1.1,0.3,0.25,17.2,3,208,14,26,1.8,0.91,0.65
586309C,201164,310327,0.1,1,12.8,63.9,0.56,84,100,1.052,0.98,0.6,0.285,6.67,8.4,137.9,78.3,26.69,49.9,32.16,183.9,13.1,1,16.1,2.5,17.3,70.3,92,28.6,409.8,12.4,6.9,31.8,4.7,2.54,7.8,0.5,3,,1.1,24.4,0.15,8.7,6.3,0.25,2.4,0.1,2.1,1.3,0.25,6.5,3,285,35,66,2.7,1.32,0.87
586310C,231220,300485,0.15,1,5.9,14.5,0.32,5596,129,0.875,2.03,0.223,0.183,5.67,12.6,60.7,58.3,14.37,52.4,89.68,95.2,7.4,0.25,27.5,1.7,72.7,33.7,63.7,31.5,79.5,4,1.3,34,5.8,3.93,1.3,0.5,2.2,,0.9,22.2,0.2,5.6,5.7,0.3,2.2,0.1,1,0.7,0.25,13.5,1,276,20,26,5.5,2.1,1.19
586311C,195841,301065,0.2,1.1,8.4,44.9,0.47,1967,14,0.969,3.34,0.395,0.327,4.45,8.4,67.5,52.1,14.8,44.6,26.81,144.7,9.7,0.7,8.1,2.6,40.8,57,157,18.1,121.1,7.9,0.6,17.5,3.1,1.96,2.4,0.4,2,,0.9,18.6,0.2,6.4,3.1,0.25,1.7,0.25,1.9,0.5,0.25,17.5,3,182,18,33,4.9,1.04,0.89
586313C,199501,304802,0.2,1.3,9.9,49.3,0.36,446,100,0.989,5.08,0.477,0.165,5.13,10.4,83.9,59.6,15.23,49.2,30.55,122.1,11,0.8,10,1.7,31.9,61.1,168.2,22.3,168.6,9.3,1.5,24.4,3,3.35,3.3,0.5,2.3,,0.9,28.3,0.8,7,3.4,0.25,1.6,0.25,1.8,0.2,0.25,17.5,3,200,26,47,2.5,1,0.6
586314C,248561,322483,0.3,1.6,13.5,49.8,0.41,1455,12,1.741,2.3,0.701,0.144,6.01,12.3,95.1,103.8,20.21,63.5,30.75,188.2,15.1,0.6,8.4,1.9,26.8,80.8,132.2,26.7,148.8,13.1,1.1,32.4,6.2,3.12,3,0.2,2.5,,1.4,30.1,0.15,9.2,4,0.8,0.8,0.25,2.3,0.3,0.25,7.7,5,306,33,63,4.7,0.94,0.6
586316C,185582,344457,0.5,1.6,12.6,65.3,0.15,778,100,1.668,1.73,0.607,0.574,8.1,7,94.7,64.9,26.8,42.5,19.65,115.7,12.4,1,28.4,1,30.7,64,203.5,23.9,1530.2,12.4,3.5,28.3,2.3,4.51,35.3,0.1,3,,0.25,28,1,11.2,5.2,0.25,0.25,0.25,1.9,0.6,0.2,17.4,3,337,30,60,2.1,1.05,1.26
586317C,204287,323568,0.15,0.9,20.2,54.8,0.18,500,100,1.563,0.08,0.907,0.036,8.18,13.6,99.3,90.2,10.05,29,22.07,44.3,22.3,1.1,17.5,0.9,17.4,59,81.8,25.5,441.9,19.4,1,46.4,3.5,2.66,9.3,0.4,2.6,,0.8,24.1,0.8,11.4,3.4,0.1,0.2,0.25,2.4,0.6,0.25,3.4,3,199,50,93,1.9,1.01,0.65
586318C,206894,303316,0.3,1.4,9.7,63.1,0.22,775,100,1.021,4.23,0.477,0.165,4.13,7.8,70.5,62.2,16.86,40.3,24.29,107.3,10.3,0.7,7.7,0.9,20.7,61.6,209.2,22.5,498.2,9.5,1.4,26.2,5.7,4.28,10.4,0.5,2.4,,0.9,16.9,0.2,7.2,4.5,0.25,1.3,0.25,1.5,0.5,0.1,10.1,2,137,26,48,1.9,0.69,0.45
586319C,200875,313444,0.2,0.9,13.3,58.6,0.29,500,26,1.282,0.57,0.656,0.097,7.45,10.1,127.5,75.7,17.83,38.6,34.28,58.4,14.2,0.7,18.4,2,19.6,58.5,87.2,20,558.8,13.8,6.7,27.1,1.5,4.05,11.6,0.3,1.8,,0.6,25.4,0.15,9,4.9,0.1,0.3,0.25,1.8,1.1,0.25,4.1,4,239,33,61,2.2,1.12,0.76
586320C,234038,291049,0.5,2.2,9.1,36.1,0.34,4361,103,1.323,1.44,0.489,0.182,4.39,14.3,87.2,112.8,19.45,72.4,51.94,95.2,10.2,0.4,11.5,1.5,54.6,46.9,85.9,26.3,146,7.5,1.5,33.2,6,3.93,3.6,0.5,2.5,,1.1,19,0.2,7.1,5.4,0.2,0.6,0.1,1.2,0.4,0.25,7.3,2,285,26,48,3.8,1.43,1.19
586321C,199221,303016,0.4,1.5,14.1,52,0.19,783,100,1.48,6.67,0.634,0.139,4.3,12,109.3,81.3,15.77,56.2,27.22,92.7,16.2,0.5,7.3,1.8,13.6,80.2,241.8,20.9,169,12.5,2.1,30.6,5.9,2.2,3.1,0.6,2.8,,1.2,18.3,0.3,8.3,4.5,0.25,0.9,0.25,2.2,0.5,0.25,4.6,5,188,32,59,2.5,1.02,0.71
586322C,200098,313087,0.2,0.8,11.6,67.3,0.23,500,100,1.073,0.41,0.616,0.196,5.91,6.7,139.3,68.9,34.47,31.7,28.53,68.3,12.2,1.3,15.1,4.1,18,54,86.8,22.7,683.9,12.9,11.2,24.5,4.3,4.05,15.5,1,2.5,,1.1,25.2,0.8,8.8,7.9,0.25,0.5,0.25,2,1.3,0.25,4.6,2,229,31,56,2.2,1.13,0.83
586323C,194691,306963,0.2,1.2,16.1,54.9,0.2,453,100,1.699,0.68,0.693,0.052,6.06,11.4,157,83.7,25.29,51.3,40.03,103.9,18.9,1.1,9.3,2.6,10.9,76.2,97,27.8,191.1,15.1,6.5,37,8.9,4.62,3.1,0.5,3.1,,1.3,25.8,0.1,9.3,8.7,0.25,1.7,0.25,2,1.3,0.25,2.4,4,346,40,73,3.4,1.6,1.03
586325C,248586,325995,0.4,1.1,9,48,0.33,4356,100,1.115,4.02,0.542,0.427,7.54,11.8,69.8,93.8,21.61,47.4,21.36,180.7,9.3,0.5,18.1,2.6,25,47.8,120.3,24.4,390,10.2,2.5,34,5.4,3.35,8,0.9,2.5,,0.4,20.7,0.4,8.3,5,0.25,1.7,0.25,2.1,0.6,0.25,10,3,211,30,59,2.3,0.62,0.51
586326C,197554,300287,0.6,1.7,14.9,49.8,0.22,334,100,1.616,8.63,0.712,0.38,6.81,12.1,113.5,93.3,20.21,65.4,14.91,112.3,17.6,0.7,10.6,0.9,18.2,105.9,335,18.6,115,13.6,0.9,36.3,4.7,3,2.2,0.5,1.2,,0.5,17.2,0.1,9.9,2.6,0.25,0.2,0.25,2.5,0.2,0.25,15.5,4,211,35,68,1.6,0.78,0.5
586327C,203447,291519,0.2,1.5,10.5,45.8,0.24,1430,30,2.023,1.58,0.625,0.062,3.61,11,88.3,70.2,13.94,40.7,38.52,113.8,12.4,0.8,9.5,1.9,29.7,79.8,127.9,24.3,218.4,11.1,1.4,27.9,3.8,2.43,5.3,0.6,2.7,,1.2,34.2,0.3,7.1,5,0.3,1.7,0.25,1.9,0.8,0.25,7.1,4,554,24,45,2.5,0.85,0.55
586328C,198895,301387,0.5,1.8,12.2,38.7,0.25,1640,100,1.438,13.27,0.609,0.137,6.62,10,91,82.4,16.42,51.4,19.14,132.4,15.3,1.3,9.9,1,12.2,87.8,449.2,16.9,97.7,11.1,1.3,28.6,1.9,1.85,2.2,1.1,2,,0.7,21,0.6,7.5,3.6,0.1,0.7,0.25,4.3,0.4,0.25,6.7,3,176,31,57,2.3,0.75,0.59
586329C,196495,297900,0.3,1.2,10,45,0.29,240,100,1.219,12.05,0.519,0.665,5.8,8.3,79.4,65.5,19.12,48.2,21.26,99.1,10.7,0.2,10.7,1.7,19.9,59.6,326.8,19.9,321.7,9.4,2.3,29.2,5.3,2.89,7.1,0.4,2.5,,0.8,15.6,0.9,7.5,3.3,0.25,1.2,0.25,1.5,0.5,0.25,16.8,3,277,26,50,2,0.78,0.7
586330C,231503,294969,0.15,0.8,4.1,13.3,0.22,4345,219,0.624,1.88,0.228,0.241,2.72,7.7,44.1,50.2,13.72,39,61.63,67.7,4.9,0.25,41.4,1.5,86.7,23.7,67.4,23.6,78.9,4,1.1,23.7,3.6,2.08,2.2,0.2,2.6,,1,10.7,0.15,5.2,4.5,0.1,0.3,0.1,0.7,0.6,0.25,8.7,1,128,13,17,3.4,1.25,0.87
586331C,203083,297017,0.3,1.5,9.6,45,0.4,970,7,1.543,6.66,0.519,0.797,5.17,13.5,81.2,64.7,24.2,48.7,35.9,170.2,10.7,0.4,13.3,1.9,33.3,70.5,179.4,23.1,224,9.7,1.7,30,3.7,2.77,4.1,0.5,2,,0.6,23.7,0.3,7,4.2,0.6,2,0.25,8,0.7,0.25,18.6,3,779,27,48,3,1.04,0.73
586332C,197299,300696,0.6,1.9,13.5,41.7,0.18,417,100,1.668,13.52,0.659,0.915,6.08,10.5,97.6,90.9,21.94,66.9,15.51,83.3,15.9,0.7,9.8,0.7,13.7,90.8,515.5,16.7,111.9,12.1,1,28.5,1.5,2.31,2.8,0.6,2.1,,0.6,13.8,0.2,9,3.2,0.25,0.8,0.25,2,0.5,0.25,14.3,3,254,30,54,1.6,0.81,0.62
586333C,200255,313210,0.2,0.9,12.3,60,0.28,141,100,1.271,0.74,0.62,0.42,7.38,10.5,139.3,69.2,55.33,38.8,26.61,130,12.7,1.3,20.8,6.7,21.6,57.2,99.3,22.7,538.5,12.5,18.6,29.1,4.2,2.31,10.6,0.5,2.4,,1.2,28.4,0.4,8.7,6.5,0.1,1,0.25,2,1.7,0.25,5.4,3,290,32,64,2.6,1.2,0.91
586334C,204993,293892,0.4,1.8,12.4,52.2,0.38,753,100,2.116,2.03,0.677,0.157,5.06,13.7,102.8,85.2,20.96,42.4,34.79,158.3,13.7,1,11.4,1.6,23.2,82.9,88.3,29.8,331.8,11.7,1.3,37.9,4.1,3.47,6.7,1.2,3,,0.9,43.4,0.6,8.8,4.6,0.7,1.4,0.25,1.7,1.2,0.25,7.9,4,705,32,66,3.2,0.94,0.75
586335C,204450,298462,0.4,1.6,10.9,52.9,0.24,1735,100,1.459,7.71,0.544,0.127,4.22,11.9,87.8,68,15.34,43.2,32.16,129.4,12.3,0.3,9.8,3,15,69.9,183.2,24.8,261.8,10.4,1.9,29.4,3.7,1.73,5.2,0.5,2.8,,0.5,41.9,0.5,8,5.2,0.25,1.3,0.25,1.9,0.8,0.25,7,3,234,30,52,2.5,1.07,0.78
