Sample_ID,Easting_ING,Northing_ING,pH,SEC_µScm,HCO3_mgL,NPOC_mgL,Cl_mgL_IC,SO4_mgL_IC,NO3_mgL_IC,Br_mgL_IC,NO2_mgL_IC,HPO4_mgL_IC,F_mgL_IC,Li_µgL_ICPMS,Be_µgL_ICPMS,B_µgL_ICPMS,Na_mgL_ICPMS,Mg_mgL_ICPMS,Al_µgL_ICPMS,Si_µgL_ICPMS,P_mgL_ICPMS,S_mgL_ICPMS,K_mgL_ICPMS,Ca_mgL_ICPMS,Ti_µgL_ICPMS,V_µgL_ICPMS,Cr_µgL_ICPMS,Mn_µgL_ICPMS,Fe_µgL_ICPMS,Co_µgL_ICPMS,Ni_µgL_ICPMS,Cu_µgL_ICPMS,Zn_µgL_ICPMS,Ga_µgL_ICPMS,As_µgL_ICPMS,Se_µgL_ICPMS,Rb_µgL_ICPMS,Sr_µgL_ICPMS,Y_µgL_ICPMS,Zr_µgL_ICPMS,Nb_µgL_ICPMS,Mo_µgL_ICPMS,Ag_µgL_ICPMS,Cd_µgL_ICPMS,Sn_µgL_ICPMS,Sb_µgL_ICPMS,Cs_µgL_ICPMS,Ba_µgL_ICPMS,La_µgL_ICPMS,Ce_µgL_ICPMS,Pr_µgL_ICPMS,Nd_µgL_ICPMS,Sm_µgL_ICPMS,Eu_µgL_ICPMS,Tb_µgL_ICPMS,Gd_µgL_ICPMS,Dy_µgL_ICPMS,Ho_µgL_ICPMS,Er_µgL_ICPMS,Tm_µgL_ICPMS,Yb_µgL_ICPMS,Lu_µgL_ICPMS,Hf_µgL_ICPMS,Ta_µgL_ICPMS,W_µgL_ICPMS,Tl_µgL_ICPMS,Pb_µgL_ICPMS,Bi_µgL_ICPMS,Th_µgL_ICPMS,U_µgL_ICPMS
585210W,255483,295635,7.9,203,67.06,8.24,13.485,10.475,1.756,0.06,0.005,0.05,0.046,1.655,0.0181,2.5,9.24,4.696,41.3,3206,0.034,3.87,2.916,21.08,0.575,0.295,0.348,62.03,588.7,0.325,3.55,1.713,0.707,0.013,0.49,0.126,1.377,63.71,0.223,0.285,0.0071,0.225,0.025,0.0154,0.043,0.069,0.0023,32.29,0.082,0.149,0.027,0.084,0.033,0.009,0.007,0.041,0.038,0.007,0.024,0.003,0.024,0.004,0.018,0.001,0.01,0.005,0.072,0.005,0.0281,0.081
585211W,312713,308200,7.29,111,14.14,2.75,17.779,7.52,2.911,0.05,0.005,0.05,0.127,0.874,0.0995,2.5,11.85,2.227,26.9,5735,0.0016,2.51,0.495,5.28,0.229,0.185,0.099,1.31,43.9,0.017,0.12,0.191,0.704,0.005,0.09,0.056,0.92,17.284,0.5098,0.034,0.0027,0.015,0.025,0.0041,0.036,0.0255,0.0069,3.93,0.249,0.19,0.073,0.264,0.076,0.009,0.013,0.084,0.079,0.017,0.054,0.008,0.051,0.009,0.005,0.001,0.01,0.005,0.01,0.005,0.0121,0.138
585212W,263587,287786,6.87,157,30.48,13.2,16.698,9.72,12.524,0.05,0.005,0.05,0.058,1.785,0.0486,2.5,10.22,6.062,93.7,4699,0.0322,3.52,2.541,18.36,2.325,1.005,0.531,115.07,697,0.575,1.95,1.801,1.799,0.015,0.71,0.095,1.133,79.448,0.9422,0.674,0.0129,0.132,0.025,0.0137,0.037,0.0664,0.0038,105.77,0.421,0.733,0.135,0.579,0.148,0.043,0.025,0.17,0.138,0.03,0.086,0.012,0.08,0.014,0.028,0.001,0.03,0.005,0.084,0.005,0.0308,0.05
585213W,262920,291124,7.51,166,54.86,8.84,16.178,7.889,6.403,0.04,0.005,0.05,0.062,1.138,0.0187,2.5,10.21,5.105,49.4,3991,0.0372,2.66,2.56,18.82,1.197,0.432,0.329,130.16,502.8,0.448,1.39,1.472,1.285,0.011,0.49,0.102,1.278,80.288,0.4308,0.306,0.0099,0.162,0.025,0.0122,0.039,0.0637,0.0025,57.03,0.286,0.391,0.092,0.392,0.093,0.02,0.013,0.093,0.067,0.014,0.041,0.006,0.036,0.006,0.016,0.001,0.01,0.005,0.051,0.005,0.0145,0.04
585214W,315590,308643,7.96,146,39.01,2.68,14.844,6.738,4.798,0.06,0.005,0.05,0.11,0.697,0.0348,2.5,10.68,3.75,19.9,6195,0.009,2.11,1.551,14.33,0.283,0.244,0.181,20.43,171,0.079,0.23,0.356,0.755,0.005,0.15,0.077,1.426,37.617,0.3117,0.042,0.0035,0.091,0.025,0.0051,0.029,0.0276,0.0035,7.39,0.163,0.204,0.044,0.154,0.043,0.005,0.008,0.053,0.047,0.01,0.033,0.005,0.03,0.005,0.005,0.001,0.01,0.005,0.03,0.005,0.0112,0.111
585215W,266003,283864,7.54,224,59.74,10,19.678,10.057,6.733,0.04,0.005,0.05,0.049,1.955,0.0303,2.5,12.49,8.003,45.9,4899,0.0278,3.67,1.646,31.77,1.264,0.503,0.351,182.7,834.7,0.329,1.27,1.019,2.519,0.013,0.76,0.09,0.762,107.055,0.4559,0.499,0.0101,0.114,0.025,0.0086,0.033,0.0744,0.0039,229.31,0.195,0.304,0.062,0.264,0.065,0.018,0.011,0.077,0.065,0.015,0.043,0.006,0.044,0.008,0.017,0.001,0.01,0.005,0.085,0.005,0.0192,0.213
585216W,249474,287516,8.05,201,89,7.61,15.453,10.78,2.662,0.05,0.005,0.05,0.056,1.503,0.0146,2.5,10.3,5.998,29.5,3935,0.0295,3.86,3.048,29.74,0.704,0.309,0.386,37.19,298.2,0.266,2.57,1.579,0.271,0.012,0.5,0.107,1.15,89.09,0.248,0.324,0.0091,0.26,0.025,0.0096,0.038,0.0686,0.0015,46.11,0.092,0.151,0.029,0.104,0.035,0.009,0.007,0.042,0.038,0.008,0.024,0.004,0.027,0.004,0.016,0.001,0.01,0.005,0.042,0.023,0.0153,0.136
585217W,311926,309031,7.68,157,40.23,2.04,18.757,8.206,7.213,0.05,0.025,0.05,0.077,0.948,0.0175,2.5,12.64,4.437,14.5,8374,0.0058,2.79,1.028,14.44,0.195,0.41,0.208,3.1,66.3,0.037,0.05,0.243,0.43,0.005,0.1,0.079,0.731,39.256,0.1768,0.01,0.002,0.097,0.025,0.0037,0.027,0.0231,0.0035,4.56,0.065,0.066,0.018,0.041,0.02,0.003,0.004,0.026,0.024,0.006,0.017,0.003,0.017,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.005,0.062
585218W,311414,315326,7.22,38,78.03,2.28,7.338,3.501,0.186,0.01,0.005,0.05,0.077,0.772,0.0483,2.5,6.81,1.721,30.2,5269,0.0016,0.99,0.435,3.78,0.421,0.236,0.118,10.79,136.1,0.046,0.11,0.274,1.306,0.005,0.12,0.02,1.364,13.524,0.2422,0.063,0.0034,0.061,0.025,0.009,0.039,0.0216,0.0384,2.17,0.137,0.284,0.035,0.127,0.034,0.004,0.006,0.037,0.037,0.008,0.027,0.003,0.023,0.004,0.005,0.001,0.01,0.005,0.04,0.005,0.0173,0.095
585219W,260590,281061,7.87,383,229.21,3.27,10.662,8.907,9.016,0.01,0.005,0.05,0.049,1.331,0.0078,2.5,7.59,11.213,11.7,4214,0.0134,3.38,1.784,77.92,0.216,0.224,0.157,29.1,73.8,0.094,0.65,0.797,4.22,0.005,0.3,0.121,0.589,250.48,0.1727,0.123,0.0047,0.117,0.025,0.0169,0.035,0.0937,0.0011,209.71,0.068,0.085,0.02,0.065,0.024,0.006,0.004,0.025,0.024,0.005,0.014,0.001,0.015,0.003,0.005,0.001,0.01,0.005,0.034,0.005,0.0025,0.276
585220W,253749,294963,7.82,271,84.13,6.93,34.438,9.575,2.431,0.07,0.005,0.05,0.056,1.196,0.0136,2.5,21.08,6.249,33.5,3504,0.0412,3.74,3.223,29.18,0.966,0.297,0.32,99.45,559.4,0.382,2.34,1.998,0.584,0.017,0.5,0.123,1.719,85.505,0.21,0.298,0.0091,0.28,0.025,0.0101,0.042,0.08,0.006,20.45,0.092,0.179,0.028,0.11,0.034,0.009,0.006,0.037,0.033,0.008,0.022,0.003,0.02,0.004,0.014,0.001,0.01,0.005,0.063,0.005,0.0161,0.143
585221W,318489,305818,8.27,400,165.81,2.62,40.467,18.975,9.382,0.13,0.005,0.05,0.071,2.372,0.0016,7.1,25.71,11.249,7.4,7829,0.025,7.04,2.386,69.6,0.229,1.125,0.407,10.51,23.9,0.059,0.2,0.33,0.125,0.005,0.52,0.116,0.904,201.891,0.052,0.01,0.0037,0.239,0.025,0.0023,0.033,0.1304,0.0021,13.2,0.02,0.023,0.005,0.005,0.005,0.001,0.001,0.007,0.007,0.001,0.005,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.021,0.005,0.0025,0.816
585222W,257021,289953,7.95,183,63.4,4.14,16.986,8.737,10.139,0.05,0.005,0.05,0.047,0.78,0.0094,2.5,10.36,6.15,26.1,3919,0.0315,3.18,2.288,21.79,0.444,0.334,0.343,16,202.5,0.195,1.9,1.303,0.125,0.005,0.34,0.108,0.903,78.975,0.2638,0.184,0.0065,0.131,0.025,0.008,0.032,0.0498,0.0011,44.1,0.127,0.213,0.044,0.182,0.052,0.014,0.008,0.055,0.046,0.009,0.027,0.004,0.026,0.005,0.005,0.001,0.01,0.005,0.029,0.005,0.0081,0.125
585224W,315832,307570,7.91,192,54.86,2.75,18.643,8.938,7.232,0.07,0.005,0.05,0.238,1.821,0.0468,2.5,13.64,5.924,21.6,7980,0.0107,3.31,1.072,18.3,0.302,0.541,0.623,2.62,49.2,0.046,0.31,0.596,0.95,0.005,0.18,0.122,0.914,55.949,0.3016,0.033,0.0039,0.143,0.025,0.0045,0.029,0.0343,0.0053,6.02,0.107,0.107,0.03,0.101,0.032,0.002,0.007,0.041,0.043,0.011,0.036,0.006,0.046,0.009,0.005,0.001,0.01,0.005,0.025,0.005,0.0105,0.293
585226W,314185,310009,7.54,231,30.48,1.56,14.109,6.493,5.369,0.03,0.005,0.05,0.057,0.361,0.0143,2.5,10.38,3.427,11.2,6198,0.003,2.43,1.095,12.63,0.163,0.159,0.163,2.64,57.1,0.023,0.05,0.165,0.387,0.005,0.09,0.08,1.077,33.806,0.1226,0.01,0.0013,0.094,0.025,0.0015,0.024,0.0185,0.0022,5.13,0.071,0.087,0.016,0.044,0.017,0.002,0.003,0.019,0.017,0.004,0.011,0.001,0.011,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.022
585227W,312071,309835,7.35,157,34.14,2.92,17.695,7.003,4.028,0.03,0.005,0.05,0.047,0.484,0.0024,2.5,11.91,4.628,37.4,5793,0.0095,2.51,2.049,15.07,0.287,0.454,0.111,1.18,27.8,0.056,0.05,0.221,0.125,0.005,0.15,0.059,1.6,43.795,0.0743,0.01,0.0025,0.073,0.025,0.0005,0.024,0.0303,0.0041,3.85,0.03,0.055,0.008,0.011,0.007,0.002,0.001,0.011,0.013,0.003,0.01,0.001,0.01,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0052,0.023
585228W,256316,285854,6.95,189,54.86,4.68,14.327,17.071,11.231,0.01,0.012,0.05,0.068,1.534,0.0202,2.5,8.81,6.576,23.2,4368,0.0219,5.67,2.934,24.14,0.461,0.297,0.261,110.18,280.6,0.461,2.53,1.538,1.128,0.01,0.41,0.099,1.099,109.144,0.399,0.249,0.0058,0.151,0.025,0.0152,0.029,0.0625,0.0031,232.33,0.161,0.222,0.055,0.238,0.071,0.023,0.01,0.077,0.057,0.012,0.039,0.005,0.037,0.007,0.01,0.001,0.01,0.005,0.045,0.005,0.0109,0.068
585229W,323385,308286,7.87,654,287.73,1.22,31.236,34.689,29.309,0.13,0.005,0.05,0.074,2.044,0.0016,29.7,18.23,12.783,1.6,5626,0.0086,12.41,2.767,128.04,0.072,0.327,0.194,6.75,17.5,0.058,0.3,0.43,0.501,0.005,0.2,0.428,0.574,500.004,0.0393,0.01,0.0042,0.293,0.025,0.0058,0.035,0.046,0.0015,27.7,0.005,0.007,0.001,0.005,0.001,0.001,0.001,0.002,0.003,0.001,0.004,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.804
585231W,263799,282531,7.62,202,1.58,16.85,30.864,11.418,8.723,0.06,0.012,0.05,0.082,1.668,0.0342,2.5,17.93,6.626,121.2,5365,0.0729,4.37,2.701,21.91,2.393,0.641,0.421,152.82,803.6,0.341,1.58,1.669,1.486,0.027,1.27,0.121,1.122,97.887,0.6541,0.611,0.0185,0.197,0.025,0.0138,0.037,0.0795,0.0063,112.19,0.499,0.636,0.153,0.641,0.137,0.033,0.02,0.142,0.108,0.021,0.063,0.008,0.051,0.009,0.167,0.001,0.01,0.005,0.139,0.005,0.0549,0.056
585234W,269474,286932,7.25,239,84.13,7.46,18.753,10.007,6.735,0.06,0.005,0.05,0.04,1.719,0.0176,2.5,11.28,8.513,42.4,4553,0.0515,3.66,2.494,35.82,0.75,0.358,0.292,80.37,509.6,0.28,1.23,0.972,0.702,0.016,0.51,0.093,1.212,119.117,0.3521,0.36,0.0111,0.143,0.025,0.0044,0.028,0.071,0.0031,170.3,0.176,0.258,0.056,0.224,0.055,0.013,0.009,0.06,0.053,0.012,0.037,0.005,0.032,0.005,0.04,0.001,0.01,0.005,0.051,0.005,0.0174,0.205
585235W,321164,305843,7.78,640,281.64,1.21,30.306,32.172,28.575,0.16,0.015,0.05,0.056,3.278,0.0005,21.7,19.25,14.013,0.5,6132,0.0011,13.45,2.458,132.05,0.088,0.51,0.324,6.05,10.4,0.067,0.37,0.381,0.125,0.005,0.31,0.458,0.416,426.284,0.0519,0.035,0.0048,0.343,0.025,0.0037,0.04,0.0401,0.0005,17.05,0.004,0.004,0.001,0.005,0.001,0.001,0.001,0.002,0.003,0.001,0.004,0.001,0.006,0.001,0.014,0.001,0.01,0.005,0.01,0.005,0.0025,1.21
585236W,314930,312493,7.5,70,9.75,1.25,9.417,4.103,1.075,0.01,0.005,0.05,0.013,0.344,0.006,2.5,6.59,1.724,11.1,3507,0.0005,1.59,0.339,6.75,0.052,0.145,0.025,0.33,5.1,0.01,0.05,0.05,0.363,0.012,0.1,0.06,0.573,11.834,0.0642,0.01,0.001,0.044,0.025,0.0035,0.024,0.0243,0.0101,1.21,0.03,0.011,0.008,0.024,0.008,0.001,0.001,0.009,0.009,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.041
585237W,315445,309501,7.64,168,64.62,2.09,14.19,5.853,2.416,0.04,0.005,0.05,0.018,0.306,0.0005,2.5,10.09,5.443,9.4,6359,0.0192,2.16,0.989,21.58,0.064,0.54,0.176,1.31,16.2,0.024,0.14,0.427,0.32,0.005,0.14,0.046,0.803,44.899,0.0283,0.01,0.0021,0.123,0.025,0.0005,0.023,0.0336,0.0072,2.28,0.013,0.014,0.002,0.005,0.004,0.001,0.001,0.004,0.004,0.001,0.003,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.159
585238W,263105,298037,7.29,199,67.06,5.56,17.664,7.069,1.909,0.11,0.021,0.05,0.041,0.602,0.0092,2.5,11.64,4.022,35.1,2793,0.04,2.61,2.787,20.51,0.845,0.249,0.306,171.59,283.9,0.464,2.16,1.552,1.885,0.032,0.46,0.117,1.291,71.885,0.1509,0.26,0.0052,0.199,0.025,0.008,0.18,0.0836,0.0029,20.9,0.076,0.14,0.02,0.087,0.025,0.006,0.004,0.028,0.026,0.006,0.018,0.003,0.023,0.004,0.023,0.001,0.01,0.005,0.075,0.005,0.0141,0.068
585239W,262169,287260,6.63,179,40.23,9.54,20.156,15.158,4.165,0.07,0.046,0.05,0.064,2.053,0.0574,2.5,11.29,5.933,67.9,5268,0.032,5.26,2.157,21.54,1.577,0.738,0.491,280.17,980.8,0.77,2.31,1.187,1.629,0.03,0.67,0.082,0.906,90.362,1.0049,0.754,0.0114,0.102,0.025,0.013,0.025,0.0564,0.0085,137.15,0.454,0.851,0.139,0.627,0.159,0.039,0.026,0.185,0.148,0.032,0.093,0.013,0.085,0.014,0.036,0.001,0.01,0.005,0.091,0.005,0.0314,0.07
585241W,316671,309686,7.67,128,34.14,3.06,12.753,5.99,0.719,0.03,0.005,0.05,0.005,0.506,0.0029,2.5,9.81,4.631,21.4,9056,0.0021,2.35,0.659,11.05,0.398,0.65,0.433,11.22,95.6,0.036,0.33,0.488,0.432,0.005,0.16,0.068,0.582,24.925,0.112,0.027,0.0016,0.055,0.025,0.0005,0.021,0.0313,0.0026,1.18,0.033,0.053,0.008,0.024,0.009,0.003,0.002,0.013,0.015,0.003,0.011,0.001,0.011,0.001,0.005,0.001,0.01,0.005,0.022,0.005,0.0025,0.048
585242W,314130,311692,7.58,116,30.48,1.72,9.951,4.829,3.076,0.04,0.012,0.05,0.015,0.325,0.0135,2.5,7.79,2.654,10.5,5859,0.0012,1.68,0.777,11.34,0.165,0.162,0.257,16.11,93,0.028,0.05,0.105,0.463,0.012,0.08,0.076,1.14,32.806,0.1549,0.01,0.0014,0.094,0.025,0.0017,0.021,0.0168,0.0045,3.22,0.059,0.101,0.015,0.056,0.019,0.003,0.003,0.023,0.02,0.004,0.015,0.001,0.013,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.005,0.051
585243W,252440,286792,7.59,417,242.62,4.28,12.205,17.169,5.142,0.05,0.025,0.05,0.048,1.843,0.0094,2.5,8.59,11.305,12.8,4519,0.0202,6.35,2.053,82.41,0.175,0.207,0.127,226.9,843.7,0.189,0.84,0.478,0.276,0.012,0.61,0.143,0.64,214.005,0.1214,0.175,0.0054,0.21,0.025,0.0092,0.023,0.0584,0.0019,114.18,0.028,0.042,0.008,0.021,0.011,0.003,0.002,0.015,0.013,0.004,0.011,0.001,0.012,0.001,0.011,0.001,0.01,0.005,0.01,0.005,0.0056,0.484
585244W,263266,291712,7.47,200,46.33,9.04,16.996,7.832,7.441,0.05,0.005,0.05,0.065,0.891,0.0171,2.5,9.95,4.96,48.2,4067,0.0444,2.83,2.911,19.57,1.059,0.393,0.277,73.02,382.3,0.244,1.24,19.396,0.887,0.019,0.42,0.085,1.385,84.693,0.3302,0.276,0.0087,0.141,0.025,0.0066,0.028,0.0522,0.0021,47.81,0.195,0.255,0.064,0.284,0.07,0.017,0.01,0.072,0.05,0.011,0.032,0.004,0.03,0.005,0.018,0.001,0.01,0.005,0.044,0.005,0.0103,0.033
585245W,266822,289205,8.12,196,75.59,7.45,13.561,9.51,4.625,0.08,0.017,0.24,0.072,1.559,0.0177,2.5,9.66,6.463,39.4,4226,0.1597,3.51,4.58,26.47,1.11,0.536,0.337,15.61,216.5,0.177,1.63,2.283,2.764,0.017,0.73,0.113,2.23,98.849,0.2837,0.399,0.0106,0.213,0.025,0.014,0.028,0.0841,0.0016,70.55,0.167,0.235,0.053,0.224,0.057,0.014,0.008,0.057,0.045,0.009,0.029,0.004,0.029,0.005,0.02,0.001,0.01,0.005,0.059,0.005,0.0156,0.154
585247W,257004,286729,7.77,176,67.06,6.85,14.458,7.539,5.175,0.1,0.012,0.16,0.048,0.312,0.0143,2.5,8.15,4.918,60.3,3095,0.1464,3.04,4.838,25.02,1.901,0.608,0.411,29.53,143.7,0.256,1.85,2.196,11.407,0.03,0.53,0.137,2.341,77.272,0.206,0.366,0.0122,0.319,0.025,0.0175,0.044,0.1053,0.0024,80.31,0.132,0.223,0.038,0.174,0.042,0.012,0.006,0.044,0.035,0.008,0.022,0.003,0.023,0.004,0.019,0.001,0.01,0.005,0.055,0.005,0.0225,0.129
585248W,265605,287517,6.79,97,16.46,13.39,11.916,4.746,2.481,0.07,0.005,0.05,0.031,0.497,0.0347,2.5,6.79,2.982,178.8,3448,0.0369,1.83,2.308,11.28,2.933,0.973,0.564,60.5,485,0.602,1.47,1.624,0.974,0.047,0.6,0.111,1.284,46.458,0.6044,0.548,0.0175,0.083,0.025,0.0153,0.01,0.0589,0.0015,46.4,0.547,1.06,0.169,0.728,0.144,0.037,0.019,0.142,0.103,0.021,0.059,0.008,0.051,0.008,0.027,0.001,0.01,0.005,0.122,0.005,0.0231,0.054
585249W,316697,309927,8.05,175,67.06,2.83,15.267,4.647,1.225,0.03,0.036,0.05,0.011,0.468,0.0017,2.5,9.51,6.011,13.2,8258,0.0034,1.56,0.82,19.28,0.161,0.43,0.328,6.32,36,0.03,0.2,0.322,0.265,0.016,0.16,0.064,0.79,43.139,0.065,0.01,0.002,0.065,0.025,0.0014,0.024,0.0314,0.002,1.37,0.023,0.029,0.005,0.005,0.007,0.001,0.001,0.008,0.009,0.002,0.008,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.111
585250W,314963,310803,7.27,126,43.89,1.72,11.306,4.343,2.437,0.05,0.005,0.05,0.005,0.125,0.002,2.5,7.03,3.222,10.8,4037,0.0005,1.55,0.689,13.86,0.323,0.142,0.105,23.77,65.4,0.034,0.14,0.19,0.803,0.018,0.08,0.058,0.784,30.471,0.0674,0.01,0.0005,0.015,0.025,0.0017,0.02,0.0308,0.0029,1.88,0.033,0.038,0.008,0.022,0.006,0.001,0.001,0.008,0.009,0.001,0.007,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.018
585251W,255581,296273,7.22,187,63.4,9.84,12.466,10.761,4.234,0.05,0.013,0.05,0.053,1.901,0.0208,2.5,7.59,4.99,55.4,3683,0.0388,4.01,3.358,23.98,0.87,0.27,0.339,70.84,607.6,0.631,4.16,1.679,2.4,0.02,0.45,0.125,1.779,81.306,0.3752,0.305,0.0082,0.161,0.025,0.017,0.024,0.0556,0.0028,71.58,0.142,0.243,0.047,0.207,0.056,0.014,0.01,0.072,0.059,0.012,0.037,0.005,0.034,0.006,0.016,0.001,0.01,0.005,0.076,0.005,0.0211,0.066
585252W,264490,288116,6.91,123,54.86,7.15,9.384,7.453,2.327,0.06,0.014,0.05,0.069,1.383,0.0323,2.5,6.53,4.822,85.3,4467,0.0228,2.79,1.517,16,2.151,0.542,0.601,112.34,226.9,0.362,2.01,1.691,0.543,0.027,0.46,0.097,0.622,83.524,0.6131,0.454,0.0131,0.141,0.025,0.0126,0.01,0.0689,0.0005,59.11,0.453,0.763,0.139,0.635,0.142,0.029,0.018,0.132,0.098,0.021,0.059,0.007,0.05,0.008,0.021,0.001,0.01,0.005,0.046,0.005,0.0176,0.11
585253W,267285,290264,7.78,219,75.59,5.75,11.801,9.243,3.948,0.05,0.005,0.05,0.058,1.444,0.0145,2.5,7.58,5.433,28.2,4324,0.037,3.45,2.647,22.6,0.57,0.257,0.226,69.11,357.2,0.267,1.37,1.256,0.341,0.018,0.53,0.09,1.088,91.528,0.2013,0.197,0.0056,0.145,0.025,0.0081,0.021,0.0605,0.0005,64.63,0.098,0.152,0.033,0.142,0.037,0.01,0.006,0.04,0.031,0.007,0.02,0.003,0.02,0.003,0.01,0.001,0.01,0.005,0.029,0.005,0.0072,0.067
585255W,312205,309600,7.43,145,37.8,2.42,18.393,7.341,4.343,0.05,0.032,0.05,0.094,0.758,0.0226,2.5,11.21,3.619,19.5,8265,0.0055,2.53,0.68,13.65,0.227,0.309,0.17,10.15,112,0.048,0.14,0.19,0.51,0.014,0.13,0.06,0.701,34.551,0.2504,0.028,0.0014,0.089,0.025,0.0005,0.01,0.0247,0.0033,5.13,0.104,0.122,0.029,0.107,0.029,0.004,0.006,0.036,0.035,0.009,0.025,0.003,0.025,0.004,0.005,0.001,0.01,0.005,0.022,0.005,0.0074,0.065
585257W,316048,308776,7.96,235,103.63,3.54,17.484,5.125,3.472,0.09,0.012,0.13,0.055,0.125,0.0035,2.5,10.39,7.028,10.8,5616,0.0832,1.86,2.621,31.73,0.163,0.384,0.133,4.41,60.8,0.059,0.28,0.646,0.518,0.005,0.25,0.067,2.501,74.064,0.0528,0.02,0.0026,0.094,0.025,0.0071,0.01,0.0425,0.0016,4.05,0.022,0.03,0.005,0.005,0.005,0.001,0.001,0.014,0.007,0.001,0.008,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.133
585258W,315175,310475,7.59,142,45.11,1.49,13.074,5.054,2.9,0.05,0.005,0.05,0.005,1.124,0.0015,2.5,7.88,3.893,10.1,5120,0.0069,1.69,0.501,14.09,0.052,0.18,0.12,1.19,17.8,0.019,0.05,0.156,0.125,0.005,0.09,0.045,0.613,33.908,0.046,0.01,0.0005,0.064,0.025,0.002,0.01,0.0271,0.0005,1.06,0.016,0.018,0.005,0.036,0.005,0.001,0.001,0.006,0.006,0.001,0.005,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.155
585259W,306638,311544,8.35,112,375.52,2.28,15.339,11.225,15.494,0.07,0.027,0.05,0.026,1.194,0.0042,2.5,10.5,8.258,20,6205,0.0102,3.94,1.945,45.8,0.181,0.496,0.182,4.53,21.9,0.055,0.27,0.549,0.125,0.005,0.47,0.124,2.052,129.407,0.0857,0.01,0.0023,0.131,0.025,0.0029,0.028,0.0481,0.0321,21.95,0.021,0.019,0.005,0.014,0.007,0.001,0.001,0.009,0.009,0.002,0.009,0.001,0.011,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.258
585260W,261507,284160,7.98,163,54.38,4.71,12.76,10.303,13.103,0.06,0.078,0.05,0.072,0.433,0.0141,2.5,7.76,5.85,34.1,3815,0.0294,3.51,2.933,19.98,0.967,0.517,0.218,2.5,52.1,0.115,0.9,2.155,0.741,0.012,0.33,0.121,1.329,85.015,0.3647,0.184,0.0071,0.13,0.025,0.0095,0.01,0.0824,0.0023,74.51,0.208,0.225,0.071,0.372,0.08,0.016,0.009,0.082,0.048,0.012,0.037,0.004,0.029,0.005,0.005,0.001,0.01,0.005,0.025,0.005,0.0075,0.037
585261W,271625,285071,7.46,197,49.99,4.97,15.049,10.594,7.402,0.06,0.136,0.05,0.047,1.168,0.0101,2.5,9.02,6.62,21.2,4294,0.0325,3.74,2.468,28.07,0.524,0.247,0.218,36.9,371.6,0.207,1.23,1.062,4.046,0.005,0.35,0.081,1.087,97.437,0.1983,0.288,0.0078,0.128,0.025,0.0078,0.03,1.1075,0.0021,128.26,0.094,0.147,0.03,0.119,0.033,0.009,0.006,0.037,0.031,0.007,0.02,0.003,0.021,0.004,0.112,0.001,0.01,0.005,0.055,0.005,0.0362,0.176
585262W,257119,290033,7.55,136,58.52,6.3,10.56,5.071,1.077,0.14,0.034,0.05,0.042,0.302,0.0142,2.5,7.12,3.565,48.4,2915,0.0218,1.99,1.67,22.8,0.726,0.299,0.398,41.34,211.9,0.347,2.07,1.469,0.407,0.005,0.48,0.127,0.775,66.752,0.2973,0.399,0.0103,0.12,0.025,0.0126,0.02,0.0477,0.0005,20.35,0.168,0.392,0.056,0.244,0.058,0.015,0.009,0.065,0.051,0.011,0.03,0.004,0.028,0.005,0.068,0.001,0.01,0.005,0.037,0.005,0.0303,0.086
585263W,265138,285598,6.56,213,38.77,14.69,24.063,9.949,14.013,0.07,0.005,0.05,0.067,1.14,0.0362,2.5,11.97,6.591,79.4,5362,0.0357,3.87,2.836,22.34,1.847,0.697,0.504,130.4,590.5,0.334,1.61,1.659,1.521,0.013,0.57,0.097,1.28,101.423,0.6641,0.635,0.0136,0.114,0.025,0.0092,0.01,0.0605,0.0054,95.16,0.335,0.495,0.102,0.459,0.111,0.029,0.017,0.123,0.1,0.021,0.064,0.009,0.065,0.011,0.071,0.001,0.01,0.005,0.031,0.005,0.0286,0.031
